# Constructed from biom file
#OTU ID	LDD0R1	LDD0R2	LDD0R3	LDD10CF70R1	LDD10CF70R2	LDD10CF70R3	LDD10MHPR1	LDD10MHPR2	LDD10MHPR3	LDD10MLPR1	LDD10MLPR2	LDD10MLPR3	LDD10MR1	LDD10MR2	LDD10MR3	LDD10NUSR1	LDD10NUSR2	LDD10NUSR3	LDD10OKAR1	LDD10OKAR2	LDD10OKAR3	LDD10PKMR1	LDD10PKMR2	LDD10PKMR3	LDD10PR1	LDD10PR2	LDD10PR3	LDD10RIBR1	LDD10RIBR2	LDD10RIBR3	LDD10SBMR1	LDD10SBMR2	LDD10SBMR3	LDD5CF70R1	LDD5CF70R2	LDD5CF70R3	LDD5MHPR1	LDD5MHPR2	LDD5MHPR3	LDD5MLPR1	LDD5MLPR2	LDD5MLPR3	LDD5MR1	LDD5MR2	LDD5MR3	LDD5NUSR1	LDD5NUSR2	LDD5NUSR3	LDD5OKAR1	LDD5OKAR2	LDD5OKAR3	LDD5PKMR1	LDD5PKMR2	LDD5PKMR3	LDD5PR1	LDD5PR2	LDD5PR3	LDD5RIBR1	LDD5RIBR2	LDD5RIBR3	LDD5SBMR1	LDD5SBMR2	LDD5SBMR3	WTD0R1	WTD0R2	WTD0R3	WTD10CF70R1	WTD10CF70R2	WTD10CF70R3	WTD10MHPR1	WTD10MHPR2	WTD10MHPR3	WTD10MLPR1	WTD10MLPR2	WTD10MLPR3	WTD10MR1	WTD10MR2	WTD10MR3	WTD10NUSR1	WTD10NUSR2	WTD10NUSR3	WTD10OKAR1	WTD10OKAR2	WTD10OKAR3	WTD10PKMR1	WTD10PKMR2	WTD10PKMR3	WTD10PR1	WTD10PR2	WTD10PR3	WTD10RIBR1	WTD10RIBR2	WTD10RIBR3	WTD10SBMR1	WTD10SBMR2	WTD10SBMR3	WTD5CF70R2	WTD5CF70R3	WTD5MHPR1	WTD5MHPR2	WTD5MHPR3	WTD5MLPR1	WTD5MLPR2	WTD5MLPR3	WTD5MR1	WTD5MR2	WTD5MR3	WTD5NUSR1	WTD5NUSR2	WTD5NUSR3	WTD5OKAR1	WTD5OKAR2	WTD5OKAR3	WTD5PKMR1	WTD5PKMR2	WTD5PKMR3	WTD5PR1	WTD5PR2	WTD5PR3	WTD5RIBR1	WTD5RIBR2	WTD5RIBR3	WTD5SBMR1	WTD5SBMR2	WTD5SBMR3
Dilated cardiomyopathy (DCM)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Dioxin degradation	8941.0	6820.0	6494.0	2393.0	1254.0	2502.0	3370.0	7643.0	5360.0	8396.0	3760.0	2306.0	2780.0	7035.0	4465.0	3624.0	9607.0	6468.0	5828.0	4137.0	9737.0	3441.0	3483.0	14819.0	5067.0	3639.0	8547.0	3095.0	12839.0	2780.0	1800.0	2145.0	2167.0	6162.0	2231.0	7046.0	4853.0	11822.0	3933.0	3504.0	2563.0	4726.0	6645.0	4843.0	8534.0	3358.0	23549.0	52792.0	8655.0	9520.0	4987.0	20900.0	8613.0	32835.0	7277.0	8168.0	4426.0	6452.0	7154.0	9093.0	8858.0	15286.0	10800.0	9048.0	5550.0	8898.0	3398.0	2303.0	7806.0	374.0	2144.0	4193.0	7375.0	1717.0	6497.0	11013.0	1191.0	2481.0	11637.0	8890.0	18238.0	11582.0	2972.0	6091.0	21724.0	6003.0	5950.0	7021.0	2972.0	7302.0	2458.0	4063.0	606.0	1632.0	2696.0	1681.0	11809.0	7383.0	14001.0	12109.0	11656.0	5520.0	2271.0	2052.0	5298.0	8635.0	3286.0	1020.0	1946.0	9775.0	16920.0	13616.0	7173.0	34917.0	43511.0	41988.0	1648.0	6373.0	2772.0	5614.0	20913.0	10974.0	17465.0	11081.0	13400.0
Drug metabolism - cytochrome P450	11460.0	8486.0	9067.0	5692.0	2839.0	3834.0	4798.0	4743.0	6210.0	5768.0	3646.0	3166.0	4760.0	10695.0	7352.0	6505.0	11265.0	9778.0	26391.0	11151.0	15311.0	7427.0	7569.0	22133.0	5938.0	3078.0	9835.0	5382.0	12511.0	3307.0	3787.0	4166.0	3916.0	5569.0	2934.0	7806.0	8546.0	6699.0	8105.0	6510.0	1972.0	4550.0	10797.0	7957.0	13241.0	3488.0	20718.0	43533.0	24752.0	29402.0	14173.0	24592.0	21322.0	32853.0	21844.0	13967.0	5641.0	7325.0	7750.0	9113.0	13872.0	30314.0	18743.0	10358.0	10401.0	10507.0	6503.0	3216.0	10593.0	692.0	3890.0	6905.0	4588.0	2186.0	4532.0	9261.0	1783.0	5083.0	12115.0	10960.0	17141.0	59676.0	4798.0	12963.0	36500.0	8008.0	10340.0	5321.0	2506.0	4409.0	3852.0	5281.0	979.0	4311.0	6442.0	2278.0	10751.0	5811.0	10830.0	6276.0	6004.0	3759.0	1502.0	1707.0	8540.0	9558.0	4502.0	1930.0	2511.0	8042.0	25774.0	17192.0	13662.0	37843.0	37580.0	44917.0	1462.0	6037.0	2482.0	5450.0	19507.0	12672.0	19323.0	10625.0	12144.0
Drug metabolism - other enzymes	24102.0	17837.0	18465.0	9080.0	6252.0	20171.0	12867.0	19038.0	24390.0	42071.0	16224.0	14406.0	9616.0	22921.0	15379.0	11838.0	21666.0	18160.0	15877.0	14577.0	16599.0	13870.0	14684.0	39858.0	17570.0	12966.0	27066.0	17828.0	31849.0	16422.0	11229.0	9778.0	11189.0	12222.0	5822.0	17438.0	18870.0	44300.0	16011.0	17007.0	12190.0	24169.0	21691.0	15614.0	26499.0	6767.0	39503.0	82772.0	28061.0	32377.0	21603.0	39718.0	27006.0	54308.0	25166.0	30707.0	14951.0	13715.0	15010.0	18890.0	16665.0	26643.0	31450.0	25860.0	24229.0	26390.0	15445.0	6217.0	22928.0	1384.0	8466.0	15472.0	38805.0	11502.0	30024.0	30643.0	3441.0	9215.0	27716.0	27967.0	38463.0	56719.0	7407.0	21991.0	43484.0	14106.0	16219.0	22893.0	12290.0	31003.0	12740.0	17312.0	4026.0	10305.0	12009.0	5781.0	23702.0	13307.0	51268.0	45686.0	39437.0	26948.0	10594.0	8620.0	16963.0	18074.0	8885.0	3524.0	5663.0	15871.0	42796.0	29696.0	20552.0	60787.0	68863.0	89774.0	5729.0	19648.0	9758.0	11423.0	43068.0	26002.0	43718.0	20013.0	23036.0
ECM-receptor interaction	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Electron transfer carriers	6414.0	3777.0	6335.0	3146.0	2766.0	2854.0	7431.0	6366.0	7504.0	5830.0	2409.0	2937.0	8337.0	16950.0	10762.0	8666.0	13079.0	13130.0	2637.0	3698.0	7546.0	2701.0	3821.0	9427.0	6611.0	2187.0	9080.0	5241.0	11104.0	2582.0	5005.0	6576.0	5252.0	2543.0	3774.0	5306.0	12977.0	7103.0	11360.0	4008.0	1888.0	5095.0	12502.0	8628.0	15562.0	3915.0	23447.0	47310.0	5239.0	8864.0	5285.0	19136.0	10564.0	29615.0	3829.0	6766.0	4563.0	6046.0	3619.0	5641.0	8214.0	11895.0	9273.0	2293.0	6400.0	3497.0	2575.0	3767.0	5532.0	1312.0	5633.0	9763.0	4205.0	2663.0	3768.0	9714.0	2442.0	8712.0	13414.0	12168.0	21670.0	7922.0	4166.0	5250.0	12495.0	5542.0	4400.0	4529.0	1865.0	4602.0	3402.0	3700.0	334.0	3354.0	7090.0	3145.0	4204.0	1792.0	13068.0	9049.0	5389.0	3153.0	1178.0	1181.0	9790.0	8851.0	4655.0	2260.0	2675.0	8526.0	15085.0	12841.0	5614.0	28159.0	38786.0	40816.0	1635.0	4542.0	1991.0	5380.0	15168.0	12800.0	21532.0	11621.0	12992.0
Endocrine and other factor-regulated calcium reabsorption	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Endocytosis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	44.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	16.0	1.0	0.0	3.0	0.0	329.0	21.0	0.0	2.0	16.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Energy metabolism	50953.0	36512.0	49160.0	40535.0	26653.0	57147.0	57771.0	69604.0	86034.0	89369.0	39812.0	39867.0	47437.0	100981.0	74096.0	61109.0	91011.0	91039.0	81326.0	60559.0	81369.0	48483.0	54601.0	142802.0	57591.0	28507.0	93817.0	65402.0	101826.0	51258.0	43661.0	46157.0	43275.0	26089.0	26659.0	48468.0	95789.0	155189.0	83184.0	57129.0	28390.0	62829.0	91767.0	63961.0	112050.0	27607.0	153866.0	308014.0	107710.0	117918.0	65032.0	145345.0	105496.0	207343.0	88953.0	82382.0	46649.0	44362.0	34260.0	47410.0	69181.0	124038.0	106992.0	45549.0	68710.0	54686.0	43826.0	26631.0	73390.0	6965.0	41936.0	73370.0	84645.0	36942.0	65958.0	99988.0	16619.0	49504.0	107934.0	109618.0	148995.0	181452.0	33255.0	77356.0	166916.0	46931.0	55216.0	58021.0	28639.0	68922.0	39660.0	49530.0	9521.0	34056.0	52987.0	24187.0	48752.0	22557.0	188427.0	159643.0	126173.0	55081.0	21186.0	19015.0	74491.0	66785.0	35860.0	16839.0	22289.0	56458.0	155487.0	108875.0	72602.0	212741.0	255285.0	323273.0	14732.0	54122.0	23958.0	34443.0	136866.0	89754.0	165235.0	79950.0	89444.0
Epithelial cell signaling in Helicobacter pylori infection	2024.0	1442.0	2034.0	2193.0	1385.0	4078.0	3203.0	4366.0	6121.0	7897.0	3739.0	2918.0	2400.0	5870.0	3495.0	2810.0	5056.0	4495.0	5390.0	4213.0	5358.0	2509.0	3864.0	9228.0	4429.0	3416.0	6223.0	3082.0	8065.0	1517.0	1822.0	2106.0	1918.0	998.0	1474.0	1924.0	4705.0	13799.0	3731.0	4331.0	2658.0	5123.0	3878.0	2694.0	4919.0	1672.0	10995.0	23069.0	6752.0	6523.0	2909.0	8655.0	3771.0	14430.0	6703.0	7200.0	3534.0	2381.0	1666.0	2424.0	4029.0	7018.0	4916.0	2553.0	5000.0	3858.0	2902.0	1550.0	4620.0	356.0	1991.0	3573.0	7926.0	3096.0	6186.0	5432.0	839.0	2304.0	6064.0	5089.0	9192.0	9992.0	1905.0	4130.0	11014.0	3886.0	3263.0	5977.0	2940.0	6135.0	2818.0	3423.0	767.0	1532.0	2438.0	1257.0	1476.0	872.0	15123.0	14742.0	11705.0	5371.0	2063.0	2038.0	3129.0	3775.0	1554.0	683.0	992.0	4230.0	11251.0	6748.0	4969.0	14067.0	19285.0	22246.0	1443.0	4960.0	2379.0	1882.0	8910.0	4595.0	11630.0	5326.0	6272.0
ErbB signaling pathway	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Ether lipid metabolism	140.0	107.0	105.0	686.0	211.0	179.0	180.0	110.0	904.0	354.0	193.0	106.0	7.0	14.0	9.0	19.0	62.0	18.0	1921.0	785.0	1007.0	1644.0	1364.0	4056.0	152.0	67.0	618.0	1560.0	797.0	2548.0	20.0	18.0	7.0	87.0	28.0	135.0	230.0	3724.0	148.0	562.0	128.0	208.0	67.0	110.0	49.0	15.0	71.0	111.0	1992.0	2308.0	2860.0	1683.0	3014.0	1730.0	2225.0	777.0	126.0	214.0	206.0	35.0	941.0	2327.0	1194.0	525.0	1010.0	816.0	544.0	86.0	503.0	2.0	27.0	102.0	92.0	21.0	146.0	28.0	0.0	3.0	66.0	64.0	31.0	4883.0	122.0	1928.0	2292.0	306.0	1344.0	120.0	55.0	123.0	239.0	938.0	160.0	15.0	86.0	10.0	88.0	10.0	3719.0	3965.0	3275.0	190.0	50.0	62.0	57.0	107.0	23.0	38.0	14.0	103.0	794.0	655.0	483.0	2765.0	287.0	3155.0	15.0	270.0	63.0	20.0	1054.0	196.0	42.0	42.0	9.0
Ethylbenzene degradation	12708.0	10128.0	9224.0	3764.0	1569.0	2878.0	3120.0	5784.0	4575.0	8582.0	3751.0	3998.0	2197.0	4794.0	4025.0	2646.0	5454.0	3848.0	11468.0	6212.0	6124.0	4878.0	5183.0	13424.0	5048.0	4070.0	6317.0	5237.0	7374.0	5630.0	3802.0	2922.0	3627.0	7785.0	1262.0	7794.0	4438.0	11979.0	3745.0	6451.0	3341.0	6418.0	5469.0	3900.0	6716.0	1740.0	7759.0	17282.0	8548.0	13291.0	5822.0	10350.0	8567.0	11253.0	12686.0	8931.0	3901.0	5676.0	8223.0	9871.0	6445.0	12991.0	12472.0	24833.0	26054.0	28350.0	4991.0	1549.0	8572.0	338.0	1863.0	4792.0	5872.0	4543.0	4434.0	10896.0	708.0	2189.0	8466.0	9791.0	10548.0	25876.0	2048.0	8421.0	15331.0	3118.0	5231.0	4645.0	2746.0	3761.0	3073.0	4879.0	1227.0	5115.0	5005.0	1925.0	17741.0	10112.0	13849.0	11677.0	11401.0	4947.0	1740.0	1980.0	6029.0	6553.0	3529.0	1153.0	2255.0	3906.0	12463.0	8034.0	7723.0	15324.0	13624.0	26743.0	1241.0	4424.0	2075.0	5738.0	15482.0	11624.0	12048.0	5430.0	5706.0
Fat digestion and absorption	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fatty acid biosynthesis	63562.0	48218.0	47146.0	23735.0	12908.0	30896.0	24772.0	35469.0	42238.0	58382.0	27559.0	28031.0	19159.0	45030.0	32451.0	22284.0	41488.0	33414.0	55993.0	38946.0	42789.0	32562.0	34514.0	93777.0	34176.0	24645.0	47303.0	37429.0	57640.0	34814.0	16982.0	19584.0	19001.0	38438.0	10995.0	44681.0	37016.0	73996.0	30491.0	37829.0	21740.0	41406.0	44957.0	33180.0	55186.0	13307.0	70397.0	149270.0	60270.0	73333.0	40726.0	81728.0	61946.0	99465.0	65968.0	61491.0	27391.0	34021.0	43192.0	52890.0	38257.0	69946.0	62151.0	86643.0	53515.0	75253.0	31018.0	11565.0	52040.0	2715.0	15464.0	29268.0	53454.0	20395.0	41173.0	69250.0	6433.0	18322.0	56947.0	61603.0	76761.0	147328.0	15316.0	50375.0	100082.0	26564.0	34803.0	37221.0	19092.0	39512.0	25054.0	32025.0	7804.0	17052.0	25105.0	12320.0	84230.0	47905.0	89476.0	75043.0	69741.0	36579.0	14056.0	13446.0	39162.0	42030.0	21828.0	7735.0	13504.0	30236.0	88009.0	59973.0	47599.0	121400.0	120030.0	177692.0	8987.0	33238.0	15095.0	31956.0	95685.0	67630.0	82472.0	40757.0	44318.0
Fatty acid elongation in mitochondria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fatty acid metabolism	32984.0	24260.0	28085.0	21340.0	12004.0	18516.0	22556.0	25928.0	30495.0	33164.0	16746.0	20196.0	20041.0	45627.0	33284.0	26612.0	42719.0	40120.0	82239.0	41147.0	52618.0	32820.0	32714.0	96598.0	27460.0	12992.0	43988.0	32477.0	49149.0	26456.0	27588.0	24177.0	27130.0	17072.0	12493.0	26379.0	40558.0	40770.0	34389.0	34502.0	13620.0	29067.0	41889.0	30551.0	51051.0	12972.0	75822.0	154756.0	90484.0	116688.0	49769.0	72522.0	50380.0	102742.0	75738.0	45653.0	23295.0	23169.0	21256.0	27955.0	49248.0	104458.0	83288.0	30883.0	42135.0	37082.0	24237.0	13113.0	40731.0	2860.0	17334.0	30975.0	25027.0	15161.0	20742.0	35846.0	7322.0	20991.0	46332.0	43539.0	64365.0	180471.0	18639.0	52011.0	131439.0	27250.0	35607.0	21470.0	10744.0	21711.0	16811.0	23951.0	4279.0	23022.0	30499.0	11715.0	31002.0	16246.0	55168.0	39274.0	33136.0	21103.0	7018.0	8045.0	33525.0	34479.0	16898.0	7484.0	9718.0	28829.0	92727.0	56941.0	54720.0	107284.0	131636.0	170248.0	6025.0	23742.0	9694.0	18142.0	66670.0	45963.0	77434.0	39310.0	43425.0
Fc epsilon RI signaling pathway	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fc gamma R-mediated phagocytosis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	44.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	16.0	1.0	0.0	3.0	0.0	329.0	21.0	0.0	2.0	16.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Flagellar assembly	37923.0	24850.0	35561.0	32024.0	17520.0	18513.0	38604.0	57050.0	64179.0	85932.0	29932.0	34622.0	36126.0	84869.0	57582.0	39600.0	42975.0	52783.0	82040.0	49288.0	51118.0	21813.0	34858.0	59911.0	52661.0	33641.0	68405.0	32832.0	18603.0	10493.0	31447.0	37589.0	33736.0	8988.0	15595.0	30576.0	69450.0	38554.0	56227.0	46968.0	28688.0	58845.0	63130.0	42593.0	75027.0	10610.0	32418.0	32296.0	81497.0	95910.0	22114.0	34485.0	46987.0	21121.0	78644.0	72874.0	39086.0	19314.0	14622.0	22996.0	38555.0	78914.0	42068.0	19690.0	45077.0	29313.0	16592.0	14651.0	28748.0	5182.0	32235.0	53619.0	76884.0	13497.0	52099.0	48331.0	10754.0	36544.0	45737.0	63367.0	52558.0	155501.0	20929.0	49515.0	78619.0	19939.0	24703.0	35801.0	28049.0	52677.0	21904.0	19464.0	2264.0	20584.0	40657.0	20232.0	20769.0	6070.0	61801.0	37187.0	24817.0	52270.0	22076.0	17898.0	48455.0	24526.0	21123.0	11194.0	13046.0	3661.0	71649.0	39181.0	41572.0	23093.0	22773.0	71016.0	13126.0	34488.0	19092.0	15730.0	38682.0	51256.0	69672.0	30517.0	22166.0
Flavone and flavonol biosynthesis	1041.0	767.0	640.0	12.0	6.0	23.0	5.0	5.0	38.0	616.0	254.0	106.0	14.0	79.0	131.0	11.0	178.0	6.0	11.0	17.0	6.0	19.0	7.0	18.0	850.0	929.0	319.0	22.0	125.0	59.0	11.0	25.0	10.0	180.0	7.0	244.0	7.0	171.0	7.0	199.0	248.0	324.0	296.0	242.0	295.0	17.0	71.0	166.0	49.0	17.0	34.0	266.0	546.0	134.0	669.0	1252.0	340.0	221.0	429.0	465.0	30.0	42.0	25.0	43.0	21.0	30.0	73.0	3.0	13.0	0.0	5.0	7.0	366.0	1.0	218.0	78.0	12.0	12.0	60.0	77.0	54.0	131.0	49.0	16.0	84.0	9.0	4.0	383.0	327.0	175.0	103.0	87.0	52.0	24.0	11.0	11.0	260.0	151.0	347.0	214.0	421.0	303.0	141.0	202.0	21.0	30.0	19.0	19.0	20.0	29.0	12.0	51.0	8.0	359.0	334.0	126.0	106.0	352.0	205.0	132.0	307.0	353.0	43.0	4.0	5.0
Flavonoid biosynthesis	287.0	224.0	207.0	90.0	63.0	268.0	0.0	6.0	17.0	1044.0	585.0	420.0	5.0	17.0	3.0	11.0	45.0	16.0	214.0	231.0	7.0	866.0	733.0	1843.0	710.0	771.0	749.0	1017.0	1017.0	1338.0	84.0	130.0	176.0	71.0	21.0	126.0	11.0	130.0	7.0	567.0	481.0	775.0	22.0	6.0	16.0	3.0	39.0	40.0	116.0	986.0	946.0	589.0	1027.0	610.0	640.0	1027.0	307.0	135.0	252.0	36.0	46.0	94.0	692.0	1038.0	2008.0	1624.0	364.0	28.0	282.0	2.0	4.0	111.0	538.0	871.0	484.0	22.0	2.0	5.0	67.0	69.0	42.0	3818.0	40.0	1063.0	1740.0	113.0	593.0	655.0	387.0	274.0	355.0	794.0	268.0	773.0	524.0	103.0	48.0	18.0	109.0	12.0	75.0	623.0	181.0	278.0	59.0	66.0	17.0	14.0	10.0	114.0	1036.0	369.0	604.0	932.0	102.0	1937.0	143.0	494.0	235.0	26.0	536.0	112.0	1014.0	20.0	61.0
